X, Y, class, desc
26.5802822113,33.2700233459,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
11.4830856323,23.7800941467,Palatine_Tonsils,Palatine_Tonsils
14.7183971405,27.8903770447,Palatine_Tonsils,Palatine_Tonsils
25.4551734924,-0.502977490425,Throat,Throat
21.7521858215,-1.35853016376,Throat,Throat
-7.22337055206,19.8582878113,Supragingival_plaque,Supragingival_plaque
-7.19313049316,20.0442867279,Supragingival_plaque,Supragingival_plaque
-4.4864025116,18.2525215149,Subgingival_plaque,Subgingival_plaque
-4.34330701828,18.2476825714,Subgingival_plaque,Subgingival_plaque
-24.979593277,-4.39143371582,Left_Retroauricular_crease,Left_Retroauricular_crease
-25.2216300964,-4.12563705444,Left_Retroauricular_crease,Left_Retroauricular_crease
-23.0613021851,1.0910320282,Right_Retroauricular_crease,Right_Retroauricular_crease
-24.3614616394,1.70952486992,Right_Retroauricular_crease,Right_Retroauricular_crease
-26.5679073334,-5.66010761261,Anterior_nares,Anterior_nares
-26.0614547729,-8.76086235046,Anterior_nares,Anterior_nares
7.43946266174,-20.7417201996,Vaginal_introitus,Vaginal_introitus
7.87978219986,-22.3116817474,Vaginal_introitus,Vaginal_introitus
7.39765310287,-20.5845718384,Mid_vagina,Mid_vagina
7.60960435867,-21.4120426178,Mid_vagina,Mid_vagina
7.48826932907,-20.9580364227,Posterior_fornix,Posterior_fornix
7.65147972107,-21.6442337036,Posterior_fornix,Posterior_fornix
-5.79395008087,-26.1406078339,Stool,Stool
-1.39911711216,-9.51814079285,Saliva,Saliva
12.9651613235,5.44073152542,Saliva,Saliva
-0.966336607933,-10.7318220139,Tongue_dorsum,Tongue_dorsum
17.2043247223,20.468914032,Tongue_dorsum,Tongue_dorsum
11.6684846878,10.2748470306,Hard_palate,Hard_palate
11.7044143677,11.3512058258,Hard_palate,Hard_palate
25.2863101959,32.7239761353,Buccal_mucosa,Buccal_mucosa
-1.44485414028,-8.74342823029,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
26.8937129974,33.3364715576,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
-0.980856835842,-10.4476499557,Palatine_Tonsils,Palatine_Tonsils
18.7040348053,30.1241416931,Palatine_Tonsils,Palatine_Tonsils
15.1045913696,13.9148025513,Throat,Throat
11.3455495834,10.4904747009,Throat,Throat
-1.77831792831,6.228474617,Supragingival_plaque,Supragingival_plaque
-1.77074420452,6.33766460419,Supragingival_plaque,Supragingival_plaque
-6.2624168396,2.75650644302,Subgingival_plaque,Subgingival_plaque
-6.2419257164,2.79395127296,Subgingival_plaque,Subgingival_plaque
-34.4983673096,5.63369369507,Left_Retroauricular_crease,Left_Retroauricular_crease
-28.269575119,4.03536844254,Left_Retroauricular_crease,Left_Retroauricular_crease
-6.62777853012,-10.2823410034,Left_Antecubital_fossa,Left_Antecubital_fossa
-20.6840076447,2.68191599846,Anterior_nares,Anterior_nares
-20.6646976471,2.64073848724,Anterior_nares,Anterior_nares
11.3767566681,-27.9759235382,Vaginal_introitus,Vaginal_introitus
13.137339592,-30.0227603912,Vaginal_introitus,Vaginal_introitus
13.5090208054,-31.3614215851,Mid_vagina,Mid_vagina
14.6385784149,-32.4489517212,Mid_vagina,Mid_vagina
18.1262054443,-33.4854011536,Posterior_fornix,Posterior_fornix
20.3273258209,-33.1966819763,Posterior_fornix,Posterior_fornix
-11.3391227722,-18.4088191986,Stool,Stool
-11.3758115768,-18.5719661713,Stool,Stool
-11.3758144379,-18.5719680786,Stool,Stool
11.6795225143,-0.51240926981,Saliva,Saliva
11.6183271408,-0.562917053699,Saliva,Saliva
11.6184358597,-0.562498867512,Saliva,Saliva
15.6764097214,5.98603391647,Tongue_dorsum,Tongue_dorsum
18.8608474731,8.70897674561,Tongue_dorsum,Tongue_dorsum
18.8598136902,8.70757961273,Tongue_dorsum,Tongue_dorsum
15.0005674362,27.5815200806,Hard_palate,Hard_palate
12.1237859726,25.3596973419,Hard_palate,Hard_palate
17.1401882172,33.3966064453,Buccal_mucosa,Buccal_mucosa
17.124753952,33.4668312073,Buccal_mucosa,Buccal_mucosa
17.3098926544,33.895450592,Buccal_mucosa,Buccal_mucosa
23.159576416,32.3927307129,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
21.0350799561,32.9811401367,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
21.0350494385,32.9810905457,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
9.83006668091,20.2921905518,Palatine_Tonsils,Palatine_Tonsils
8.61628723145,15.0714797974,Palatine_Tonsils,Palatine_Tonsils
8.61628723145,15.0714797974,Palatine_Tonsils,Palatine_Tonsils
16.2160015106,22.3554992676,Throat,Throat
-2.31012582779,-9.01070308685,Throat,Throat
8.17366313934,11.3891906738,Throat,Throat
2.13892817497,16.8022422791,Supragingival_plaque,Supragingival_plaque
2.27380871773,16.8596954346,Supragingival_plaque,Supragingival_plaque
2.31985998154,16.9179286957,Supragingival_plaque,Supragingival_plaque
-3.37787747383,13.3528337479,Subgingival_plaque,Subgingival_plaque
-3.46476793289,13.4561815262,Subgingival_plaque,Subgingival_plaque
-3.46474289894,13.4560585022,Subgingival_plaque,Subgingival_plaque
-24.899230957,-0.318190485239,Left_Retroauricular_crease,Left_Retroauricular_crease
-21.5985183716,-1.80675160885,Left_Retroauricular_crease,Left_Retroauricular_crease
-28.9247550964,4.23841285706,Right_Retroauricular_crease,Right_Retroauricular_crease
-35.3368453979,5.65487384796,Right_Retroauricular_crease,Right_Retroauricular_crease
-45.7448692322,5.35359334946,Right_Retroauricular_crease,Right_Retroauricular_crease
-10.0999603271,-17.2571239471,Left_Antecubital_fossa,Left_Antecubital_fossa
-10.1734113693,-17.3724193573,Left_Antecubital_fossa,Left_Antecubital_fossa
-10.7540407181,-19.9415016174,Left_Antecubital_fossa,Left_Antecubital_fossa
-6.05844020844,-7.82834339142,Right_Antecubital_fossa,Right_Antecubital_fossa
-8.26329231262,-5.23273229599,Right_Antecubital_fossa,Right_Antecubital_fossa
-17.6027183533,-13.6117630005,Anterior_nares,Anterior_nares
-17.6058807373,-13.5978002548,Anterior_nares,Anterior_nares
-17.6058807373,-13.5978002548,Anterior_nares,Anterior_nares
-5.26666355133,-26.3278331757,Stool,Stool
-5.33149766922,-26.828453064,Stool,Stool
-5.02299880981,-23.9668579102,Stool,Stool
-4.22604179382,-19.9437274933,Stool,Stool
-4.22597742081,-19.9437294006,Stool,Stool
-5.30194711685,-17.1672401428,Stool,Stool
-5.48301935196,-17.2117176056,Stool,Stool
13.4614877701,18.3164958954,Saliva,Saliva
17.851398468,21.4973583221,Saliva,Saliva
23.5504283905,-0.840244174004,Tongue_dorsum,Tongue_dorsum
27.7289218903,2.18192768097,Tongue_dorsum,Tongue_dorsum
24.8515415192,32.8416748047,Hard_palate,Hard_palate
20.1168384552,30.4068412781,Hard_palate,Hard_palate
23.4440517426,32.2474098206,Buccal_mucosa,Buccal_mucosa
28.1270122528,33.6163253784,Buccal_mucosa,Buccal_mucosa
24.3162212372,32.9911003113,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
27.8359222412,33.5551605225,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
26.2162780762,2.86203980446,Saliva,Saliva
26.3167362213,3.04020857811,Saliva,Saliva
29.0157661438,2.76642298698,Tongue_dorsum,Tongue_dorsum
28.5834884644,3.47600841522,Tongue_dorsum,Tongue_dorsum
-38.2546730042,5.79453039169,Hard_palate,Hard_palate
8.36481571198,13.8905410767,Hard_palate,Hard_palate
17.7759799957,24.350605011,Buccal_mucosa,Buccal_mucosa
16.8099803925,24.1347675323,Buccal_mucosa,Buccal_mucosa
28.6466789246,4.03884410858,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
18.8314037323,24.8320236206,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
22.8944950104,27.5135955811,Palatine_Tonsils,Palatine_Tonsils
17.8018836975,24.5259094238,Palatine_Tonsils,Palatine_Tonsils
29.1551876068,4.73726463318,Throat,Throat
10.3955230713,11.1356811523,Throat,Throat
2.81493520737,21.0276927948,Supragingival_plaque,Supragingival_plaque
2.88523364067,21.2796955109,Supragingival_plaque,Supragingival_plaque
-2.5619738102,9.36504173279,Subgingival_plaque,Subgingival_plaque
1.68168616295,20.1082382202,Subgingival_plaque,Subgingival_plaque
-36.8685569763,5.61593198776,Left_Retroauricular_crease,Left_Retroauricular_crease
-27.2194919586,3.55405187607,Left_Retroauricular_crease,Left_Retroauricular_crease
-42.5385284424,5.08124542236,Right_Retroauricular_crease,Right_Retroauricular_crease
-37.1854743958,5.54960298538,Right_Retroauricular_crease,Right_Retroauricular_crease
-0.786577522755,-11.6252946854,Left_Antecubital_fossa,Left_Antecubital_fossa
-33.3721618652,3.02700948715,Anterior_nares,Anterior_nares
-26.0154972076,-0.577843666077,Anterior_nares,Anterior_nares
17.7463111877,-31.6960029602,Vaginal_introitus,Vaginal_introitus
15.5598745346,-32.4853210449,Vaginal_introitus,Vaginal_introitus
17.7237110138,-31.6326351166,Mid_vagina,Mid_vagina
13.2433242798,-31.6830711365,Mid_vagina,Mid_vagina
16.7289714813,-32.5060043335,Posterior_fornix,Posterior_fornix
13.9357156754,-32.1304664612,Posterior_fornix,Posterior_fornix
16.5449466705,25.9088096619,Palatine_Tonsils,Palatine_Tonsils
17.9943466187,27.2486286163,Palatine_Tonsils,Palatine_Tonsils
21.4900779724,31.2985992432,Throat,Throat
22.7390613556,31.8784198761,Throat,Throat
-1.63872361183,9.48061561584,Supragingival_plaque,Supragingival_plaque
1.36925971508,20.1264305115,Supragingival_plaque,Supragingival_plaque
3.23626732826,9.16861820221,Subgingival_plaque,Subgingival_plaque
3.26814770699,9.21869659424,Subgingival_plaque,Subgingival_plaque
-42.9251480103,5.06601715088,Left_Retroauricular_crease,Left_Retroauricular_crease
-28.336353302,4.06519317627,Left_Retroauricular_crease,Left_Retroauricular_crease
-38.477306366,5.40663480759,Right_Retroauricular_crease,Right_Retroauricular_crease
-36.9854164124,5.52007627487,Right_Retroauricular_crease,Right_Retroauricular_crease
19.7434463501,-33.243724823,Vaginal_introitus,Vaginal_introitus
19.9824542999,-33.2306671143,Vaginal_introitus,Vaginal_introitus
20.5260677338,-33.2042922974,Mid_vagina,Mid_vagina
20.5168762207,-33.2037467957,Mid_vagina,Mid_vagina
19.1959972382,-33.2610092163,Posterior_fornix,Posterior_fornix
19.7405967712,-33.2447052002,Posterior_fornix,Posterior_fornix
14.7726602554,-4.70722150803,Saliva,Saliva
14.1864376068,-5.57252073288,Saliva,Saliva
14.1864376068,-5.57252073288,Saliva,Saliva
22.462141037,0.989768266678,Tongue_dorsum,Tongue_dorsum
26.4588127136,5.03471565247,Tongue_dorsum,Tongue_dorsum
28.5373783112,6.77997350693,Tongue_dorsum,Tongue_dorsum
13.2169723511,12.079785347,Hard_palate,Hard_palate
11.215212822,8.79417228699,Hard_palate,Hard_palate
28.256275177,6.74094200134,Hard_palate,Hard_palate
7.73480510712,17.5988140106,Buccal_mucosa,Buccal_mucosa
17.1198692322,33.4609107971,Buccal_mucosa,Buccal_mucosa
17.123090744,33.4559593201,Buccal_mucosa,Buccal_mucosa
18.9538269043,32.1416091919,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
18.1203022003,32.3156547546,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
28.0860614777,33.6281738281,Attached_Keratinized_gingiva,Attached_Keratinized_gingiva
10.8319959641,12.5002794266,Palatine_Tonsils,Palatine_Tonsils
18.4086990356,26.7976322174,Palatine_Tonsils,Palatine_Tonsils
18.4087123871,26.797624588,Palatine_Tonsils,Palatine_Tonsils
12.8788261414,12.1382160187,Throat,Throat
7.49077320099,6.71402406693,Throat,Throat
7.53512620926,6.88173341751,Throat,Throat
-5.28584384918,7.2559671402,Supragingival_plaque,Supragingival_plaque
-5.17989826202,7.31397771835,Supragingival_plaque,Supragingival_plaque
-5.17984485626,7.31389427185,Supragingival_plaque,Supragingival_plaque
-2.47628355026,4.17221879959,Subgingival_plaque,Subgingival_plaque
-4.91835927963,7.53585004807,Subgingival_plaque,Subgingival_plaque
-4.91835927963,7.53585004807,Subgingival_plaque,Subgingival_plaque
-39.806224823,5.25681400299,Left_Retroauricular_crease,Left_Retroauricular_crease
-39.6227722168,5.30862283707,Left_Retroauricular_crease,Left_Retroauricular_crease
-45.9138069153,5.43185901642,Left_Retroauricular_crease,Left_Retroauricular_crease
-37.9208831787,5.40146970749,Right_Retroauricular_crease,Right_Retroauricular_crease
-36.9851799011,5.37244081497,Right_Retroauricular_crease,Right_Retroauricular_crease
-45.7910614014,5.37253046036,Right_Retroauricular_crease,Right_Retroauricular_crease
-2.84877490997,-9.81388950348,Left_Antecubital_fossa,Left_Antecubital_fossa
-6.34357690811,-7.89958810806,Left_Antecubital_fossa,Left_Antecubital_fossa
-1.87088823318,-10.5441274643,Right_Antecubital_fossa,Right_Antecubital_fossa
-5.76002120972,-9.77224636078,Right_Antecubital_fossa,Right_Antecubital_fossa
-28.6398849487,-0.363705456257,Anterior_nares,Anterior_nares
-28.1087284088,-0.0594678707421,Anterior_nares,Anterior_nares
-29.5243682861,0.770419597626,Anterior_nares,Anterior_nares
