X, Y, class
-15.55300235748291, -30.357023239135742,pullover
58.49538040161133, 9.75056266784668,sandal
-20.984088897705078, -12.494786262512207,shirt
44.655948638916016, -4.463504314422607,sneaker
15.136364936828613, -54.733089447021484,bag
69.66685485839844, 32.86095428466797,sandal
-0.9819651246070862, -19.94280242919922,bag
-2.1205010414123535, 31.467573165893555,dress
-29.558391571044922, -38.473426818847656,shirt
24.723838806152344, -47.42381286621094,bag
28.051677703857422, 21.175579071044922,sneaker
18.440378189086914, 5.185544967651367,sneaker
-69.95729064941406, 25.041292190551758,t-shirt
-4.285348415374756, 5.0745954513549805,dress
-3.6330442428588867, 85.59110260009766,trouser
9.916815757751465, 44.655853271484375,dress
-14.196828842163086, 67.43448638916016,trouser
-5.837634086608887, -60.336700439453125,pullover
-12.972060203552246, -2.6967930793762207,dress
-12.016222953796387, 60.653629302978516,trouser
-31.338123321533203, -1.5102955102920532,t-shirt
15.681689262390137, -23.015111923217773,bag
78.94734954833984, 28.538761138916016,sandal
-51.80111312866211, 18.241668701171875,t-shirt
22.4339656829834, -50.77399826049805,bag
67.44737243652344, 5.0938262939453125,sandal
-15.827523231506348, -30.39334487915039,pullover
48.85586929321289, -17.859878540039062,ankle-boot
-20.020092010498047, -39.50160598754883,pullover
-54.70536804199219, 22.202659606933594,t-shirt
-37.03208541870117, -13.220569610595703,coat
61.15790557861328, -44.909507751464844,ankle-boot
12.43283462524414, -16.84783172607422,bag
-8.887557029724121, 33.98808288574219,dress
-18.1223087310791, 17.285518646240234,shirt
-13.775505065917969, 66.29161834716797,trouser
60.345123291015625, 7.7387237548828125,sandal
-27.916479110717773, -48.00428009033203,pullover
4.517838954925537, -33.26100540161133,bag
-37.166133880615234, 21.810426712036133,shirt
30.48173713684082, 8.377762794494629,sneaker
19.54337501525879, -35.98565673828125,bag
67.454833984375, 3.846550941467285,sandal
74.25994873046875, -18.281492233276367,ankle-boot
-48.875404357910156, -43.224212646484375,coat
-49.10784912109375, -58.81584548950195,coat
-20.376832962036133, 2.220193386077881,pullover
-29.33539581298828, 8.159141540527344,shirt
-17.68037223815918, 35.65278244018555,dress
-66.27042388916016, 25.231454849243164,t-shirt
-54.2536506652832, -58.28232192993164,pullover
-28.51139259338379, -38.350887298583984,pullover
-23.866392135620117, -27.39333152770996,shirt
2.9783499240875244, -22.645111083984375,bag
20.433486938476562, 17.59758758544922,sneaker
3.277954339981079, -28.290283203125,bag
-12.11023235321045, 66.42120361328125,trouser
-43.43915557861328, 29.165035247802734,shirt
27.874000549316406, -3.0727603435516357,sneaker
-13.76422119140625, 58.6309814453125,trouser
13.502496719360352, 80.10482788085938,trouser
1.052953839302063, 83.92918395996094,trouser
57.07636642456055, -43.47895812988281,ankle-boot
20.193540573120117, -43.057090759277344,bag
-55.67351531982422, 31.677963256835938,shirt
-16.30953025817871, 3.5372142791748047,dress
70.87062072753906, -4.759346008300781,ankle-boot
19.823699951171875, -44.661720275878906,bag
-4.3066205978393555, 75.1299819946289,trouser
9.216009140014648, 40.8105354309082,dress
74.77381134033203, -19.76177406311035,ankle-boot
-61.52983093261719, -47.929969787597656,coat
-39.02413558959961, -29.81355857849121,coat
63.8795166015625, -43.68935775756836,ankle-boot
-15.428472518920898, 65.57952880859375,trouser
-22.782426834106445, 60.74272155761719,trouser
-70.74229431152344, 36.540653228759766,t-shirt
45.03440475463867, 10.540513038635254,sneaker
-63.163780212402344, -49.30359649658203,coat
18.538654327392578, 10.672066688537598,sneaker
0.16748090088367462, 83.42755126953125,trouser
-56.566123962402344, 25.32209587097168,t-shirt
54.00227737426758, 2.893864393234253,sandal
72.4508056640625, -16.25203514099121,ankle-boot
63.04887390136719, -2.7979915142059326,sandal
15.661367416381836, -47.65880584716797,bag
-13.916274070739746, 64.67788696289062,trouser
70.21932983398438, 17.447181701660156,sandal
67.88973999023438, -10.793054580688477,ankle-boot
82.09282684326172, 30.012367248535156,sandal
17.638944625854492, 74.94381713867188,trouser
-66.40272521972656, 29.836795806884766,t-shirt
-16.25786590576172, -7.393548965454102,t-shirt
-43.685081481933594, -52.35914993286133,coat
-29.66641616821289, -46.486026763916016,pullover
71.34102630615234, 16.555683135986328,sandal
1.5340379476547241, -29.65764045715332,bag
15.587445259094238, 9.443145751953125,sneaker
31.147554397583008, 22.277673721313477,sneaker
62.21862030029297, 10.592154502868652,sandal
-38.68901824951172, 10.73155689239502,t-shirt
39.21376037597656, 17.29860496520996,sneaker
-32.585880279541016, 18.086849212646484,t-shirt
-3.79451584815979, 76.08995056152344,trouser
68.55189514160156, -43.859920501708984,ankle-boot
15.44768238067627, -50.499664306640625,bag
2.8656795024871826, 14.354500770568848,dress
-26.25516128540039, 11.963093757629395,dress
14.932195663452148, -53.613983154296875,bag
-1.658747673034668, 40.68473434448242,dress
18.752676010131836, 11.322675704956055,sneaker
34.896793365478516, 15.736888885498047,sneaker
62.19540023803711, -45.34143829345703,ankle-boot
-0.23126034438610077, 34.66230392456055,dress
-57.45001983642578, 33.486995697021484,dress
0.5441537499427795, 2.785133123397827,dress
-56.429107666015625, 15.804227828979492,t-shirt
49.68844985961914, -12.746757507324219,sneaker
42.08030319213867, 9.294398307800293,sneaker
-63.45499038696289, -21.220108032226562,shirt
-22.912446975708008, 3.852890729904175,pullover
53.95360565185547, -37.091983795166016,ankle-boot
1.1564701795578003, -14.199846267700195,bag
4.996675968170166, -34.252140045166016,bag
77.33154296875, 24.08638572692871,sandal
21.877870559692383, -31.46280288696289,bag
52.512290954589844, -31.2128849029541,sandal
-75.39750671386719, -19.512142181396484,shirt
19.531009674072266, 18.44647789001465,sneaker
-0.3659091591835022, -13.99960994720459,bag
45.34952163696289, -13.490653038024902,ankle-boot
-15.898153305053711, -32.73866271972656,pullover
-32.69208908081055, 24.99897575378418,t-shirt
-19.152507781982422, 12.23486042022705,bag
-6.2030768394470215, -63.086769104003906,pullover
-9.041268348693848, -11.901611328125,bag
-15.315220832824707, -37.49748229980469,pullover
-1.5321834087371826, -30.346899032592773,bag
85.22978210449219, 28.63173484802246,sandal
-8.684771537780762, 68.56514739990234,trouser
-41.70037078857422, -57.50522994995117,coat
-75.56672668457031, 33.234840393066406,t-shirt
-18.811735153198242, -36.6817741394043,pullover
-15.218661308288574, 73.8438491821289,trouser
-57.09048080444336, -25.818767547607422,coat
76.28133392333984, -20.733200073242188,ankle-boot
6.993962287902832, 36.6081657409668,dress
-55.52476119995117, -28.417030334472656,shirt
-11.378145217895508, 66.27393341064453,trouser
16.828126907348633, -55.1500244140625,bag
35.47013854980469, -14.003585815429688,sneaker
17.438444137573242, -50.76486587524414,bag
-70.4714584350586, -21.395816802978516,shirt
5.549638271331787, 46.97970199584961,dress
66.01868438720703, 25.510204315185547,sandal
17.167530059814453, 14.668157577514648,sneaker
-24.618928909301758, -21.946203231811523,shirt
69.88565826416016, 26.780115127563477,sandal
-1.350459098815918, -27.362239837646484,bag
-25.6151123046875, 18.312976837158203,shirt
7.872518539428711, -18.86427879333496,bag
-61.233028411865234, -49.85718536376953,coat
-5.588527679443359, 32.900787353515625,dress
2.3318309783935547, 14.528928756713867,dress
-41.22059631347656, -13.895134925842285,coat
-22.26934242248535, 2.6641416549682617,t-shirt
-43.17594528198242, -50.29030990600586,coat
68.50004577636719, 28.92685890197754,sandal
-8.97476577758789, 26.008203506469727,dress
78.1873779296875, 27.367177963256836,sandal
-10.48048210144043, 66.43563079833984,trouser
-3.724118709564209, 28.719226837158203,dress
-69.04145812988281, -24.404464721679688,shirt
-15.574040412902832, -51.89661407470703,pullover
17.796960830688477, -39.00417709350586,bag
-50.772891998291016, 32.162147521972656,t-shirt
-9.01660442352295, 29.120576858520508,dress
55.47631072998047, -40.33745193481445,ankle-boot
6.076254844665527, 76.34037017822266,trouser
13.310541152954102, 75.606201171875,trouser
49.58599853515625, -21.396697998046875,ankle-boot
45.83963394165039, -29.82563591003418,ankle-boot
61.81279373168945, 18.128755569458008,sandal
-5.216538429260254, 82.77667236328125,trouser
81.60694122314453, 12.927063941955566,sandal
7.542686462402344, -18.98567771911621,bag
62.58738708496094, -15.858691215515137,ankle-boot
60.83418273925781, -28.698631286621094,ankle-boot
-25.422950744628906, 0.9067171812057495,t-shirt
-41.909080505371094, 13.082649230957031,t-shirt
-13.000182151794434, 11.32811164855957,dress
-47.55615997314453, -52.67057800292969,coat
31.67899513244629, 13.493309020996094,sneaker
-48.4728889465332, 6.762598514556885,shirt
77.67903137207031, -21.731599807739258,ankle-boot
61.814144134521484, 16.468177795410156,sandal
35.621524810791016, -12.024612426757812,sneaker
-34.731658935546875, -54.97809600830078,pullover
-10.291722297668457, 15.822766304016113,dress
81.63407897949219, 23.74974250793457,sandal
74.45528411865234, -20.20484733581543,ankle-boot
36.56508255004883, -18.367338180541992,sneaker
-15.671174049377441, -46.72416687011719,pullover
40.80635070800781, 14.653264045715332,sneaker
-63.060726165771484, -52.76232147216797,shirt
-9.578546524047852, -57.7441291809082,pullover
61.3176383972168, 20.863445281982422,sandal
23.976842880249023, -50.01817321777344,bag
-0.3641940951347351, -20.87898063659668,bag
46.89623260498047, -9.706833839416504,ankle-boot
30.622346878051758, 10.450565338134766,sneaker
65.6943359375, -34.214534759521484,ankle-boot
-32.87846755981445, 0.484684020280838,t-shirt
-8.482817649841309, -61.3937873840332,pullover
-41.171566009521484, -29.115930557250977,coat
-71.33258056640625, -14.278411865234375,shirt
-6.04356050491333, 37.50422286987305,dress
-48.899742126464844, 25.243030548095703,shirt
23.7130184173584, -55.853092193603516,bag
-5.572243690490723, 67.65010070800781,trouser
-27.34756851196289, -37.55241012573242,pullover
-19.21898078918457, 72.52375030517578,trouser
-20.250385284423828, -26.360254287719727,pullover
0.0017875671619549394, -21.3455753326416,bag
-46.391605377197266, -13.147624969482422,shirt
5.340984344482422, 45.61044692993164,dress
-56.3333740234375, -56.945396423339844,coat
26.643508911132812, 6.148250102996826,sneaker
72.55026245117188, -16.594192504882812,ankle-boot
-61.508724212646484, 8.901243209838867,shirt
-70.79926300048828, 37.050880432128906,t-shirt
-57.65443801879883, 4.651105880737305,shirt
59.49773406982422, -35.464412689208984,ankle-boot
-11.904924392700195, -0.9407507181167603,coat
32.05794143676758, 12.09729290008545,sneaker
-28.29937744140625, 64.77525329589844,trouser
-17.05245018005371, -27.095190048217773,pullover
-46.89887619018555, -36.55315017700195,coat
-66.67992401123047, -29.4863224029541,pullover
-8.438940048217773, -52.856788635253906,pullover
62.18760299682617, -23.27900505065918,ankle-boot
3.9019243717193604, 71.93756866455078,trouser
79.1865005493164, 21.715103149414062,sandal
-70.82772064208984, -19.410301208496094,shirt
-36.517696380615234, 16.63166046142578,shirt
21.65036392211914, 3.86275315284729,sneaker
5.600401878356934, 34.01091384887695,dress
-60.609039306640625, 29.624757766723633,t-shirt
-49.382816314697266, -62.835670471191406,pullover
87.19831848144531, 25.67317008972168,sandal
-62.49446487426758, -46.8455810546875,coat
6.420205593109131, 37.49323272705078,dress
11.308525085449219, 39.02981185913086,dress
2.7851197719573975, 68.78215026855469,trouser
21.78947639465332, -48.040611267089844,bag
-63.14407730102539, -15.759783744812012,shirt
66.06109619140625, 0.15441828966140747,sandal
27.984758377075195, 17.30061149597168,sneaker
-60.64765548706055, -44.50811767578125,shirt
-21.273771286010742, -55.12237548828125,pullover
-12.684653282165527, -52.67496871948242,pullover
-0.8652510643005371, -19.74662971496582,bag
-48.5181770324707, 33.443965911865234,t-shirt
-72.65801239013672, 30.98017120361328,t-shirt
55.870033264160156, -20.636140823364258,ankle-boot
72.57537841796875, 33.002140045166016,sandal
-22.317968368530273, -16.40175437927246,shirt
-67.05229949951172, -26.7353515625,pullover
-50.6636848449707, -56.33680725097656,pullover
12.63177490234375, 83.62055206298828,trouser
55.79855728149414, 17.073688507080078,sandal
-62.594154357910156, 31.810901641845703,t-shirt
-1.2459365129470825, 86.93688201904297,trouser
13.209232330322266, -20.140615463256836,bag
-13.12137508392334, -53.137577056884766,pullover
-6.406115531921387, 38.81170654296875,dress
-45.49688720703125, 23.985090255737305,t-shirt
32.5518798828125, -11.187225341796875,sneaker
-69.11527252197266, -20.082460403442383,shirt
70.60154724121094, 30.49479866027832,sandal
1.0563719272613525, -20.21331214904785,bag
-36.806495666503906, -61.57939529418945,pullover
-41.627342224121094, -23.558164596557617,coat
-53.39808654785156, -25.91703987121582,shirt
-44.19966125488281, 35.21794891357422,t-shirt
-49.595420837402344, 9.623147010803223,t-shirt
8.272844314575195, 84.23748016357422,trouser
-40.297786712646484, 29.24859046936035,t-shirt
-18.161115646362305, 35.66502380371094,dress
-22.761554718017578, 20.73196792602539,dress
-3.724029541015625, 37.403564453125,dress
-51.3194580078125, 12.426390647888184,t-shirt
-16.765321731567383, 67.01718139648438,trouser
-26.98924446105957, 62.88628005981445,trouser
61.66720962524414, -26.114933013916016,ankle-boot
-50.45572280883789, -58.41925048828125,pullover
-41.93179702758789, 17.024076461791992,shirt
14.235780715942383, -37.19337844848633,bag
-76.40982055664062, 33.72868728637695,t-shirt
82.70763397216797, 24.50234603881836,sandal
2.2379026412963867, -34.99101257324219,bag
-1.1620638370513916, 86.45384216308594,trouser
58.463924407958984, 12.291690826416016,sandal
-15.323966026306152, 72.88388061523438,trouser
-27.408100128173828, 64.0811538696289,trouser
-11.21284008026123, -52.58692169189453,pullover
18.596731185913086, 18.518827438354492,sneaker
-29.467199325561523, -3.741511106491089,shirt
8.208078384399414, 33.09293746948242,dress
-19.24128532409668, -42.126434326171875,pullover
15.646244049072266, 77.22459411621094,trouser
-55.30913162231445, -36.95530319213867,shirt
-46.34956741333008, -46.51383590698242,coat
70.6176528930664, -39.717735290527344,ankle-boot
-2.545267105102539, 31.149675369262695,dress
-52.04533386230469, 18.354707717895508,t-shirt
-54.93574142456055, 10.379813194274902,t-shirt
-28.540950775146484, 67.40662384033203,trouser
-47.26930236816406, -36.915077209472656,shirt
75.29780578613281, -22.457101821899414,ankle-boot
-54.964881896972656, -23.269216537475586,coat
-3.9325551986694336, 66.10137939453125,trouser
70.28164672851562, -30.380678176879883,ankle-boot
34.76435089111328, 16.2552490234375,sneaker
69.17937469482422, 20.539159774780273,sandal
-7.793827056884766, 8.76820182800293,coat
2.757209539413452, -14.552972793579102,bag
-29.637269973754883, 20.292057037353516,shirt
51.88487243652344, 8.628216743469238,sneaker
77.49871826171875, 20.006498336791992,sandal
17.71353530883789, -42.546546936035156,bag
-17.451322555541992, -28.307382583618164,shirt
-40.54415512084961, -56.89204025268555,coat
68.32769775390625, 14.48224925994873,sandal
-6.398442268371582, -5.80803108215332,ankle-boot
45.934078216552734, -20.665943145751953,ankle-boot
60.94645309448242, 6.036709785461426,sandal
-21.856285095214844, 65.01329040527344,trouser
-45.146759033203125, 4.851471424102783,shirt
3.5599944591522217, 46.4711799621582,dress
18.13164520263672, 12.552932739257812,sneaker
17.453147888183594, 79.9901123046875,trouser
-23.874784469604492, -16.63196563720703,shirt
86.76692962646484, 26.030128479003906,sandal
34.90549850463867, 6.600569248199463,sneaker
7.2097086906433105, -17.772634506225586,bag
10.632272720336914, -16.293153762817383,bag
-27.134891510009766, -2.8980906009674072,t-shirt
-38.882747650146484, -53.83235549926758,coat
11.925551414489746, 42.758277893066406,dress
-3.226642370223999, 4.3928728103637695,dress
-52.471370697021484, 31.03238296508789,shirt
-61.86562728881836, 11.109702110290527,t-shirt
32.238121032714844, -10.932350158691406,sneaker
-7.145261287689209, 26.422531127929688,dress
-15.839374542236328, -63.26799392700195,pullover
-61.448875427246094, 22.99970245361328,t-shirt
-23.25188446044922, -26.372920989990234,shirt
-37.004722595214844, -20.385698318481445,coat
-67.84662628173828, -15.704410552978516,shirt
-44.33304214477539, -42.66471481323242,coat
-15.599737167358398, -35.87870407104492,pullover
3.9218363761901855, 37.69989776611328,dress
26.687824249267578, -55.220333099365234,bag
9.427048683166504, 37.600975036621094,dress
-2.927722692489624, 85.85111236572266,trouser
-20.39320945739746, 36.96201705932617,dress
45.30661392211914, -13.757636070251465,sneaker
47.42295455932617, -11.993326187133789,sneaker
-23.621219635009766, 3.8367972373962402,dress
22.697601318359375, 22.184598922729492,sneaker
-28.15810775756836, 22.44635009765625,t-shirt
-20.98031997680664, -12.725279808044434,shirt
-1.2413558959960938, -29.28579330444336,bag
-11.146036148071289, -55.13454055786133,pullover
-58.322105407714844, 8.707883834838867,shirt
-6.01353645324707, 37.99535369873047,dress
42.4153938293457, 9.392192840576172,sneaker
63.27460861206055, -18.630306243896484,ankle-boot
-8.753395080566406, -65.04786682128906,pullover
-37.66611862182617, 27.171907424926758,t-shirt
-42.603267669677734, -18.766998291015625,coat
14.66264820098877, -17.43143653869629,bag
7.241786003112793, -32.75764083862305,bag
65.39112854003906, 16.54428482055664,sandal
43.370704650878906, -16.26841926574707,sneaker
41.78971481323242, 9.073198318481445,sneaker
17.542381286621094, -56.416526794433594,bag
-6.113728046417236, 7.96487283706665,dress
-7.801691055297852, -63.43043518066406,pullover
-27.483821868896484, -23.252702713012695,shirt
37.621089935302734, -14.535927772521973,sneaker
-52.89290237426758, 22.1402587890625,t-shirt
25.219409942626953, 11.014440536499023,sneaker
27.7648868560791, 16.268587112426758,sneaker
-3.237168788909912, 2.7135584354400635,coat
-11.51142406463623, 59.85846710205078,trouser
45.647544860839844, -4.941996097564697,sneaker
-15.231546401977539, 34.05697250366211,dress
-43.94906234741211, -33.47859573364258,pullover
2.120551586151123, 66.8101806640625,trouser
9.485960960388184, 34.75938415527344,dress
21.55158805847168, -44.73667526245117,bag
6.000872611999512, -23.51573371887207,bag
0.5592915415763855, 36.49331283569336,dress
-39.04877471923828, 21.51852035522461,t-shirt
55.97877883911133, -12.660404205322266,ankle-boot
-4.2197160720825195, 7.794803142547607,dress
86.39278411865234, 25.378141403198242,sandal
55.83180236816406, -43.40673065185547,ankle-boot
28.646488189697266, 10.767386436462402,sneaker
49.86933898925781, 2.2548699378967285,sneaker
75.32605743408203, 23.3746280670166,sandal
46.241512298583984, -31.58134651184082,ankle-boot
-8.192983627319336, 35.08964538574219,dress
-26.300254821777344, -56.309383392333984,pullover
80.62928771972656, 14.814496994018555,sandal
-50.91472244262695, 36.83649444580078,t-shirt
52.05162811279297, 16.715848922729492,sandal
-13.72035026550293, -55.13755798339844,pullover
19.76219940185547, 9.563651084899902,sneaker
-54.52808380126953, 12.09917163848877,t-shirt
79.3697280883789, 32.39022445678711,sandal
-9.617079734802246, 79.91989135742188,trouser
38.742698669433594, 12.717184066772461,sneaker
-26.22698974609375, -7.247192859649658,pullover
-53.496826171875, 33.96811294555664,t-shirt
-8.211589813232422, -60.52698516845703,pullover
12.10842514038086, -25.40415382385254,bag
15.602705955505371, -23.34247398376465,bag
-1.6091300249099731, -21.44280242919922,bag
36.0538444519043, 9.412806510925293,sneaker
-7.929004192352295, -53.95615768432617,pullover
-17.15364646911621, -21.41924285888672,pullover
10.696799278259277, -11.526285171508789,bag
-1.6300420761108398, 80.31311798095703,trouser
-43.1855583190918, -22.459367752075195,coat
-18.628084182739258, 6.3142170906066895,dress
-56.193119049072266, 22.80831527709961,t-shirt
-53.73707962036133, -56.94771194458008,coat
43.394222259521484, 12.945266723632812,sneaker
-25.362268447875977, -47.50525665283203,pullover
59.89815902709961, 27.302852630615234,sandal
-33.84459686279297, -32.18251037597656,coat
-44.73623275756836, -36.6408576965332,coat
63.48543930053711, 11.386704444885254,sandal
77.17036437988281, 30.660249710083008,sandal
-54.214473724365234, -55.268646240234375,coat
65.3824234008789, -15.599588394165039,ankle-boot
-48.54263687133789, -54.83183670043945,coat
41.911834716796875, 15.0336332321167,sneaker
-14.744085311889648, -55.4202766418457,pullover
74.3033218383789, -32.679012298583984,ankle-boot
-27.700197219848633, -48.3394775390625,pullover
-20.935226440429688, 13.231411933898926,trouser
14.64987564086914, -50.633113861083984,bag
-19.15448760986328, 60.269012451171875,trouser
-36.938743591308594, -60.78877258300781,pullover
70.9873046875, 30.90506935119629,sandal
37.84674072265625, -16.942340850830078,sneaker
85.30384826660156, 26.080942153930664,sandal
57.92695999145508, -27.309757232666016,ankle-boot
72.08486938476562, -16.116546630859375,ankle-boot
-16.00960922241211, -46.87003707885742,pullover
20.948068618774414, 5.725388050079346,sneaker
65.48403930664062, 29.856590270996094,sandal
-40.51127624511719, -23.36744499206543,coat
-34.6773681640625, 0.8606602549552917,dress
4.202638626098633, 19.798336029052734,dress
-1.4972577095031738, 38.70764923095703,dress
54.85004806518555, -35.5917854309082,ankle-boot
61.67067337036133, 18.86960792541504,sandal
53.933841705322266, -43.185386657714844,ankle-boot
14.351529121398926, 41.167240142822266,dress
-11.472253799438477, -61.125728607177734,pullover
20.016939163208008, 20.44556999206543,sneaker
-52.69524002075195, 22.390132904052734,t-shirt
-46.044105529785156, 7.34417200088501,t-shirt
-16.43817710876465, -63.05643081665039,pullover
73.86148834228516, -20.059471130371094,ankle-boot
63.95470428466797, 8.169365882873535,sandal
-4.915614128112793, 70.17838287353516,trouser
76.05912780761719, 20.210596084594727,sandal
1.8617455959320068, 38.21760940551758,dress
-0.42896535992622375, 30.297130584716797,dress
-20.192642211914062, 66.90650939941406,trouser
49.63556671142578, -22.598873138427734,ankle-boot
-33.415679931640625, -56.17131042480469,pullover
-29.499292373657227, -5.747920036315918,shirt
-12.311423301696777, 30.51936149597168,dress
-34.37133026123047, -59.52192306518555,pullover
68.0606918334961, -4.322889804840088,sandal
75.83515167236328, -20.662002563476562,ankle-boot
-21.47724723815918, 32.906837463378906,t-shirt
-1.6918725967407227, 16.03754997253418,dress
-67.0705795288086, -25.31835174560547,shirt
-3.952634811401367, 2.60835337638855,coat
11.63652229309082, -28.055627822875977,bag
-6.355218887329102, -62.14828872680664,pullover
-49.093040466308594, -14.718318939208984,shirt
-29.145700454711914, 28.273277282714844,dress
-25.95423126220703, 58.014041900634766,trouser
-71.30298614501953, 26.734106063842773,t-shirt
-42.523738861083984, -18.20210838317871,coat
-66.44132232666016, -28.996129989624023,shirt
1.741284728050232, 65.9827880859375,trouser
-1.8337419033050537, 4.915757656097412,dress
-41.47966003417969, -24.316923141479492,coat
70.7712631225586, 26.7429256439209,sandal
18.659502029418945, -38.87669372558594,bag
63.63153839111328, -36.806400299072266,ankle-boot
21.249187469482422, -52.92437744140625,bag
-2.817373514175415, 33.36071014404297,dress
-24.466699600219727, 69.38790893554688,trouser
0.33465343713760376, 37.39665222167969,dress
-19.974912643432617, -35.77376937866211,shirt
76.57867431640625, 27.83034324645996,sandal
-8.215643882751465, 7.6743035316467285,dress
-24.022445678710938, 64.08050537109375,trouser
-28.801162719726562, -43.20085525512695,pullover
-45.325828552246094, -15.441587448120117,coat
25.202301025390625, 24.009611129760742,sneaker
6.284185409545898, -15.795409202575684,bag
10.799176216125488, 44.40595245361328,dress
-12.851688385009766, -34.180816650390625,pullover
10.201064109802246, -47.201480865478516,bag
-25.147308349609375, 69.40725708007812,trouser
-67.95623016357422, -20.715330123901367,shirt
-5.891820907592773, -60.56336975097656,pullover
-0.6500840783119202, 5.959646701812744,dress
-10.762940406799316, -41.62903594970703,pullover
-65.49398040771484, -23.39983367919922,shirt
10.270537376403809, 81.74935913085938,trouser
1.8899368047714233, -22.63572883605957,bag
-16.19469451904297, 58.95982360839844,trouser
67.41490173339844, -9.815971374511719,sandal
11.023958206176758, 39.08738708496094,dress
-39.08213424682617, -24.666271209716797,coat
-53.72765350341797, -44.49028015136719,coat
1.2338145971298218, 25.212696075439453,dress
-60.48054122924805, -48.003849029541016,coat
47.73379135131836, 4.6838579177856445,bag
57.47370529174805, 1.5261257886886597,sneaker
-33.01404571533203, -22.528289794921875,coat
6.7854838371276855, -20.93172264099121,bag
28.03390121459961, 12.661280632019043,sneaker
70.58303833007812, 17.99279022216797,sandal
-20.558895111083984, 71.509521484375,trouser
-64.7160415649414, 29.724815368652344,t-shirt
42.691837310791016, -8.647310256958008,sneaker
12.515748977661133, 39.722930908203125,dress
-56.12936019897461, -30.52488899230957,coat
23.710378646850586, -33.136287689208984,bag
67.46126556396484, 8.505989074707031,sandal
-47.02122116088867, 19.802955627441406,t-shirt
-19.12715721130371, 36.5589714050293,dress
66.45504760742188, -29.516254425048828,ankle-boot
-46.47644805908203, -55.23176956176758,coat
42.12222671508789, -17.40989112854004,sneaker
-66.89395904541016, 27.397581100463867,t-shirt
56.33606719970703, -24.344825744628906,ankle-boot
-15.19599437713623, -40.80063247680664,pullover
9.858746528625488, -40.66359329223633,bag
14.753226280212402, -21.75404167175293,bag
13.034918785095215, -39.8661994934082,bag
-0.008446899242699146, -21.230575561523438,bag
-5.80402946472168, -61.97887420654297,pullover
70.11572265625, -25.704757690429688,ankle-boot
51.75506591796875, -40.86565017700195,ankle-boot
-48.3995246887207, -58.73255920410156,coat
3.5808918476104736, 38.01087951660156,dress
-24.16943359375, 66.49807739257812,trouser
-28.19193458557129, -3.415968656539917,shirt
